개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,구,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
3080000,PHMA219823080033021200002,19820522,,1,영업/정상,13,영업중,,,,,,02-903-5121,,142891.0,서울특별시 강북구 수유동 47번지 7호 (47-789),서울특별시 강북구 덕릉로 73 (수유동),1081.0,신일병원,20190705174652,U,2019-07-07 02:40:00.0,병원,201857.42791954,459159.097004897,병원,11.0,21.0,48.0,1321.0,101 104 109 105 115,비뇨의학과 정형외과 마취통증의학과 외과 내과,,,,0.0,0.0,,,0.0,
3090000,PHMA220133090033021200001,20130719,,1,영업/정상,13,영업중,,,,,,02-900-5513,,,,서울특별시 도봉구 도봉로 639 56층 (쌍문동),1391.0,정요양병원,20210402105132,U,2020-12-04 00:04:00.0,요양병원(일반요양병원),203622.893166335,462131.666721357,,,,,,,,,,,,,,,,
3230000,PHMA220073230034021201566,20070430,,1,영업/정상,13,영업중,,,,,,02-421-7100,,,서울특별시 송파구 삼전동 38-5,서울특별시 송파구 삼전로2길 11 (삼전동),5594.0,강남수병원,20210524092828,U,2020-12-04 22:06:00.0,병원,207674.796529696,444581.846934456,,,,,,,,,,,,,,,,
3080000,PHMA220103080033021200001,20100324,,1,영업/정상,13,영업중,,,,,,02-994-1156,,,서울특별시 강북구 번동 463번지 44호,서울특별시 강북구 도봉로 374 (번동 서울현대병원),1056.0,서울현대병원,20210510173233,U,2020-12-04 23:02:00.0,병원,202451.867599327,459765.521965024,,,,,,,,,,,,,,,,
3190000,PHMA219913190033021200001,19911116,,1,영업/정상,13,영업중,,,,,,02-870-2114,,156707.0,서울특별시 동작구 신대방동 425번지,서울특별시 동작구 보라매로5길 20 (신대방동),7061.0,서울특별시보라매병원,20201204163747,U,2019-11-02 00:06:00.0,종합병원,193235.493966882,443510.420778415,,,,,,,,,,,,,,,,
3090000,PHMA220153090033021200001,20150813,,1,영업/정상,13,영업중,,,,,,02-990-2999,,,서울특별시 도봉구 쌍문동 508번지 1호,서울특별시 도봉구 삼양로 610 지하1층층 지상1234호 (쌍문동 산수디앤씨),1366.0,베이직병원,20210310163338,U,2020-12-02 23:02:00.0,병원,201167.086526829,461671.469939607,,,,,,,,,,,,,,,,
3090000,PHMA220053090033021200001,20050502,,1,영업/정상,13,영업중,,,,,,02-999-9100,,132893.0,서울특별시 도봉구 쌍문동 657번지 예일빌딩5층,서울특별시 도봉구 도봉로 569 5층 (쌍문동 준우빌딩),1432.0,로덴성문치과병원,20190806145619,U,2019-08-08 02:40:00.0,치과병원,203334.767507709,461499.945330147,치과병원,1.0,0.0,0.0,310.0,201 202 203 204 205 206 207 208 209 210,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 구강악안면방사선과 구강병리과 예방치과,,,,0.0,0.0,,,0.0,
3090000,PHMA220123090033021200001,20120727,,1,영업/정상,13,영업중,,,,,,951-0552,,132853.0,서울특별시 도봉구 방학동 703번지 14호,서울특별시 도봉구 도봉로 683 567층 (방학동),1340.0,성모샘병원,20201104173944,U,2019-11-01 00:06:00.0,병원,203651.208011649,462576.540812657,,,,,,,,,,,,,,,,
3090000,PHMA220083090033021200003,20080317,,1,영업/정상,13,영업중,,,,,,02-942-8000,,132926.0,서울특별시 도봉구 창5동 715번지 28호,서울특별시 도봉구 해등로 129 (창동),1426.0,다나병원,20201110092655,U,2019-10-31 23:02:00.0,병원,203494.298731646,461407.057099298,,,,,,,,,,,,,,,,
3210000,PHMA220103210034021200001,20100412,,1,영업/정상,13,영업중,,,,,,028320151,,137802.0,서울특별시 서초구 반포4동 44번지 3호,서울특별시 서초구 서초중앙로 197 (반포동),6593.0,강남요양병원,20210621181049,U,2020-12-05 22:03:00.0,요양병원(일반요양병원),200998.469243492,444131.025461031,,,,,,,,,,,,,,,,
3240000,PHMA220203240033021200003,20201229,,1,영업/정상,13,영업중,,,,,,02-2045-9000,,,서울특별시 강동구 고덕동 297-1 원케어메디컬타운,서울특별시 강동구 고덕로 295-60 원케어메디컬타운 (고덕동),5225.0,서울숲요양병원,20210620153214,U,2020-12-05 22:02:00.0,요양병원(일반요양병원),214041.185642466,450689.564473792,,,,,,,,,,,,,,,,
3130000,PHMA220203130033021200001,20200207,,1,영업/정상,13,영업중,,,,,,02-333-3300,,,,서울특별시 마포구 양화로 119 디키즈코리아 B1~6층 (서교동),4032.0,메디람한방병원,20210517171302,U,2020-12-04 23:09:00.0,한방병원,192845.169556615,450236.962182002,,,,,,,,,,,,,,,,
3030000,PHMA220203030033021200001,20020419,,1,영업/정상,13,영업중,,,,,,070-7609-9252,,,서울특별시 성동구 하왕십리동 1070-3,서울특별시 성동구 왕십리로 382 (하왕십리동),4701.0,재단법인베스티안재단베스티안서울병원,20210330142442,U,2020-12-04 00:01:00.0,병원,204994.18203063,443986.195219547,,,,,,,,,,,,,,,,
3090000,PHMA220163090033021200001,20160629,,1,영업/정상,13,영업중,,,,,,02-2039-5099,,,서울특별시 도봉구 쌍문동 503번지 8호,서울특별시 도봉구 삼양로 574 2~5층 (쌍문동),1368.0,서울사랑요양병원,20210616130721,U,2020-12-05 23:08:00.0,요양병원(일반요양병원),201098.761383515,461327.62658561,,,,,,,,,,,,,,,,
3180000,PHMA220203180034021200001,20201222,,1,영업/정상,13,영업중,,,,,,02-6951-1192,,,서울특별시 영등포구 문래동6가 2-1,서울특별시 영등포구 선유로 51 파인그라드빌딩 b1~8층 (문래동6가),7281.0,서울삼성요양병원,20210506180229,U,2020-12-05 00:08:00.0,요양병원(일반요양병원),190094.718810574,446267.346676491,,,,,,,,,,,,,,,,
3200000,PHMA220203200033021200001,20201222,,1,영업/정상,13,영업중,,,,,,02-878-8875,,,서울특별시 관악구 신림동 1638-1 삼모 더 프라임 타워,서울특별시 관악구 신원로 35 삼모 더 프라임 타워 37층 (신림동),8776.0,바른사랑병원,20210108145011,U,2020-11-30 23:00:00.0,병원,193643.274303943,442230.03574985,,,,,,,,,,,,,,,,
3070000,PHMA220153070034021200001,20150313,,1,영업/정상,13,영업중,,,,,,02-911-7115,,136841.0,서울특별시 성북구 정릉동 16번지 486호 외2필지,서울특별시 성북구 동소문로 215 (정릉동),2817.0,새마음요양병원,20210202154328,U,2020-12-02 00:04:00.0,요양병원(일반요양병원),201837.924804487,455449.081451786,,,,,,,,,,,,,,,,
3100000,PHMA220193100034021200002,20190326,,1,영업/정상,13,영업중,,,,,,02-930-2841,,,서울특별시 노원구 상계동 724번지 근호빌딩,서울특별시 노원구 노해로 488 근호빌딩 5층 502호 (상계동),1751.0,샤인치과교정과 치과병원,20190430175445,U,2019-05-02 02:40:00.0,치과병원,205415.542386681,461328.596334115,치과병원,2.0,0.0,0.0,155.8,411 410 409 408 407 406 405 404 403 402,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과,,,,0.0,0.0,,,0.0,
3100000,PHMA220193100034021200001,20190225,,1,영업/정상,13,영업중,,,,,,029388540,,,서울특별시 노원구 상계동 301번지 6호 파로스병원,서울특별시 노원구 노원로 416 파로스병원 (상계동),1704.0,파로스병원,20201123151842,U,2019-10-31 22:05:00.0,병원,205922.151234054,461261.657201799,,,,,,,,,,,,,,,,
3210000,PHMA220203210034021200001,20060411,,1,영업/정상,13,영업중,,,,,,02-570-1234,,,서울특별시 서초구 서초동 1426-1,서울특별시 서초구 서초중앙로 4 기쁨병원 (서초동),6725.0,기쁨병원,20201221142131,U,2019-11-01 22:03:00.0,병원,201523.81737501,442288.685384896,,,,,,,,,,,,,,,,
3000000,PHMA220123000034021200001,20120516,,1,영업/정상,13,영업중,,,,,,0216447541,,,서울특별시 종로구 평창동 158번지 1호 글로리아타운,서울특별시 종로구 평창문화로 75 글로리아타운 235층 (평창동),3009.0,로이병원,20200923151028,U,2019-12-08 22:05:00.0,병원,197212.364862058,456055.205802855,,,,,,,,,,,,,,,,
3070000,PHMA220183070034021200001,20180124,,1,영업/정상,13,영업중,,,,,,6312-3700,,,서울특별시 성북구 종암동 25번지 6호,서울특별시 성북구 종암로 31 (종암동),2811.0,성북서울요양병원,20210421155833,U,2020-12-03 22:03:00.0,요양병원(일반요양병원),203092.615809021,454534.484140104,,,,,,,,,,,,,,,,
3240000,PHMA219833240033021200002,19831116,,1,영업/정상,13,영업중,,,,,,02-2225-1111,,,,서울특별시 강동구 진황도로61길 53 (둔촌동),5368.0,한국보훈복지의료공단 중앙보훈병원,20210620153127,U,2020-12-05 22:02:00.0,종합병원,212987.26073707,447505.011652735,,,,,,,,,,,,,,,,
3090000,PHMA220073090033021200001,20070522,,1,영업/정상,13,영업중,,,,,,02-902-3294,,,서울특별시 도봉구 쌍문동 509번지 1호 백운빌딩,서울특별시 도봉구 삼양로 616 2-5층 (쌍문동),1365.0,퍼스트요양병원,20210615145431,U,2020-12-05 23:07:00.0,요양병원(일반요양병원),201177.743198866,461734.803519059,,,,,,,,,,,,,,,,
3040000,PHMA220073040033021200002,20070528,,1,영업/정상,13,영업중,,,,,,02-3436-8888,,143819.0,서울특별시 광진구 구의2동 80번지 25호,서울특별시 광진구 자양로 215 (구의동),4993.0,제니스병원,20210402155359,U,2020-12-04 00:04:00.0,병원,207569.609746903,449364.569115862,,,,,,,,,,,,,,,,
3090000,PHMA220093090033021200001,20091109,,1,영업/정상,13,영업중,,,,,,02-2174-3344,,,서울특별시 도봉구 창동 650-46 강북힘찬병원,서울특별시 도봉구 도봉로 446 강북힘찬병원 (창동),1459.0,의료법인 상원의료재단 강북힘찬병원,20210616130735,U,2020-12-05 23:08:00.0,병원,202877.044270305,460368.674382853,,,,,,,,,,,,,,,,
3070000,PHMA220143070034021200001,20141022,,1,영업/정상,13,영업중,,,,,,02-3672-2233,,136084.0,서울특별시 성북구 보문동4가 18번지,서울특별시 성북구 보문로 86 (보문동4가),2852.0,성북웰니스요양병원,20210202152403,U,2020-12-02 00:04:00.0,요양병원(일반요양병원),201783.484132538,453412.395182677,,,,,,,,,,,,,,,,
3220000,PHMA220093220033021200007,20091130,,1,영업/정상,13,영업중,,,,,,02-6925-1111,,135514.0,서울특별시 강남구 역삼2동 732번지 19호 지하2층일부1층일부2층~6층,서울특별시 강남구 역삼로 245 (역삼동 지하2층일부 1층일부 2층~6층),6225.0,하나이비인후과병원,20210202103816,U,2020-12-02 00:04:00.0,병원,203732.302296988,443970.119760002,,,,,,,,,,,,,,,,
3070000,PHMA220063070034021200002,20060911,,1,영업/정상,13,영업중,,,,,,02-929-3355,,,,서울특별시 성북구 보문로 46 (보문동7가),2859.0,보문효사랑요양병원,20210202152353,U,2020-12-02 00:04:00.0,요양병원(일반요양병원),201941.07955989,453050.036188994,,,,,,,,,,,,,,,,
3070000,PHMA220053070034021200001,20051207,,1,영업/정상,13,영업중,,,,,,02-919-2700,,136140.0,서울시 성북구 장위3동 50-50,서울특별시 성북구 화랑로 271 (장위동),2775.0,의료법인유라의료재단 온누리요양병원,20210202152415,U,2020-12-02 00:04:00.0,요양병원(일반요양병원),205115.270098014,456653.34725952,,,,,,,,,,,,,,,,
3070000,PHMA219883070034021200001,19880115,,1,영업/정상,13,영업중,,,,,,02-919-3404,,,,서울특별시 성북구 종암로 72 (종암동),2800.0,의료법인서광의료재단 성북중앙병원,20210202152749,U,2020-12-02 00:04:00.0,병원,203093.009517028,454951.438850948,,,,,,,,,,,,,,,,
3080000,PHMA220043080033021200001,20041019,,1,영업/정상,13,영업중,,,,,,02-983-7771,,,서울특별시 강북구 미아동 67번지 1호,서울특별시 강북구 도봉로 74 (미아동),1215.0,햇빛병원,20200716110444,U,2019-12-06 23:08:00.0,병원,202598.720031765,457044.055167975,,,,,,,,,,,,,,,,
3230000,PHMA220143230034021200005,20141117,,1,영업/정상,13,영업중,,,,,,02-487-8275,,,,서울특별시 송파구 올림픽로 319 2층 (신천동 서울시교통회관건물),5510.0,케이치과병원,20200129174347,U,2020-01-31 02:40:00.0,치과병원,209243.169349927,445935.092530909,치과병원,1.0,0.0,0.0,185.0,401,치과,,,,0.0,0.0,,,0.0,
3180000,PHMA220063180034021200004,20060913,,1,영업/정상,13,영업중,,,,,,02-2069-0000,,,,서울특별시 영등포구 영중로 122 (영등포동8가 일이빌딩),7229.0,마리아성모요양병원,20210112154706,U,2020-11-30 23:04:00.0,요양병원(일반요양병원),191614.004747551,447216.005565246,,,,,,,,,,,,,,,,
3180000,PHMA220053180034021200007,20061201,,1,영업/정상,13,영업중,,,,,,02-2634-7000,,150105.0,서울특별시 영등포구 양평동5가 121번지 1호,서울특별시 영등포구 양평로22사길 9 (양평동5가),7203.0,서울은빛요양병원,20210416174140,U,2020-12-03 23:08:00.0,요양병원(일반요양병원),190648.410812888,448737.352190615,,,,,,,,,,,,,,,,
3110000,PHMA220203110032021200001,20200203,,1,영업/정상,13,영업중,,,,,,02-6352-0700,,,서울특별시 은평구 불광동 221번지 57호,서울특별시 은평구 불광로13길 15 (불광동),3353.0,이우요양병원,20200803112655,U,2019-12-08 00:05:00.0,요양병원(일반요양병원),193937.982430394,457220.058233981,,,,,,,,,,,,,,,,
3000000,PHMA220213000034021200001,20210527,,1,영업/정상,13,영업중,,,,,,02-730-7777,,,서울특별시 종로구 신문로2가 1-158 썬타워빌딩 지하1층 지상234567층,서울특별시 종로구 경희궁길 26 썬타워빌딩 지하1층 지상234567층 (신문로2가),3175.0,아미나요양병원,20210527154707,I,2020-12-04 22:09:00.0,요양병원(일반요양병원),197369.925430517,452219.605210118,,,,,,,,,,,,,,,,
3170000,PHMA220213170035021200001,20210326,,1,영업/정상,13,영업중,,,,,,02-896-0010,,,서울특별시 금천구 시흥동 113-14 리솜메디라이프,서울특별시 금천구 시흥대로79길 15 리솜메디라이프 5~7층 (시흥동),8609.0,경희리솜한방병원,20210511182810,U,2020-12-04 23:03:00.0,한방병원,190879.063907895,439641.061761598,,,,,,,,,,,,,,,,
3110000,PHMA120193110032021100001,19610515,,1,영업/정상,13,영업중,,,,,,02-1811-7755,,,서울특별시 은평구 진관동 55번지,서울특별시 은평구 통일로 1021 (진관동),3312.0,가톨릭대학교 은평성모병원,20200525175000,U,2020-05-27 02:40:00.0,종합병원,192728.866934136,459983.388470855,종합병원,487.0,205.0,740.0,176891.01,407 403 402 125 123 122 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101,내과 신경과 정신건강의학과 외과 정형외과 신경외과 흉부외과 성형외과 마취통증의학과 산부인과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 영상의학과 방사선종양학과 병리과 진단검사의학과 재활의학과 가정의학과 핵의학과 응급의학과 구강악안면외과 치과보철과 치과보존과,,,,0.0,0.0,,,0.0,
3110000,PHMA220113110032021200001,20110610,,1,영업/정상,13,영업중,,,,,,1588-3797,,,서울특별시 은평구 녹번동 153번지 21호 최원호병원,서울특별시 은평구 서오릉로 45 최원호병원 (녹번동),3459.0,최원호병원,20190217201127,U,2019-02-19 02:40:00.0,병원,193205.566015544,455829.616998307,병원,36.0,18.0,90.0,7288.22,119 116 109 106 105 101,내과 정형외과 신경외과 마취통증의학과 영상의학과 진단검사의학과,,,,0.0,0.0,,,0.0,
3090000,PHMA220043090033021200001,20040823,,1,영업/정상,13,영업중,,,,,,02-903-9920,,132830.0,서울특별시 도봉구 방학3동 442,서울특별시 도봉구 시루봉로 137 (방학동),1316.0,경희늘푸른노인전문병원,20210402105402,U,2020-12-04 00:04:00.0,요양병원(노인병원),202338.937796637,462312.588860817,,,,,,,,,,,,,,,,
3230000,PHMA220143230034021200001,20140103,,1,영업/정상,13,영업중,,,,,,02-1661-9299,,,서울특별시 송파구 거여동 37번지 위례빌딩,서울특별시 송파구 오금로 513 위례빌딩 (거여동),5768.0,송파미소병원,20210423181121,U,2020-12-03 22:05:00.0,병원,212831.033281342,443457.104592042,,,,,,,,,,,,,,,,
3110000,PHMA220113110032021200002,20110715,,1,영업/정상,13,영업중,,,,,,1577-5046,,,서울특별시 은평구 녹번동 27번지 6호,서울특별시 은평구 통일로 669 (녹번동),3382.0,연세에덴요양병원,20190217200852,U,2019-02-19 02:40:00.0,요양병원(일반요양병원),194047.377531025,455977.868865806,요양병원(일반요양병원),43.0,34.0,177.0,2815.03,308 306 301 122 120 115 114 113 107 106 105 104 102 101,내과 신경과 외과 정형외과 신경외과 흉부외과 이비인후과 피부과 비뇨의학과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과,,,,0.0,0.0,,,0.0,
3110000,PHMA220123110032021200001,20120312,,1,영업/정상,13,영업중,,,,,,02-385-2700,,,서울특별시 은평구 갈현동 460번지 8호 보성빌,서울특별시 은평구 연서로 209 보성빌 23일부4~6층 (갈현동),3333.0,로하스은평효요양병원,20200520144051,U,2020-05-22 02:40:00.0,요양병원(일반요양병원),192761.348927256,457225.218523112,요양병원(일반요양병원),15.0,25.0,135.0,2362.8,101 120 102 308 104,외과 침구과 신경과 재활의학과 내과,,,,0.0,0.0,,,0.0,
3110000,PHMA220163110032021200001,20160107,,1,영업/정상,13,영업중,,,,,,1522-1076,,,서울특별시 은평구 신사동 8번지 5호 2층 201202호,서울특별시 은평구 갈현로 24 2층 201202호 (신사동),3423.0,21C메트로한방병원,20181106182739,U,2018-11-08 02:35:36.0,한방병원,192023.767867284,455324.346591988,한방병원,3.0,9.0,32.0,384.2,303 302 301 120 101,내과 재활의학과 한방내과 한방부인과 한방소아과,,,,0.0,0.0,,,0.0,
3110000,PHMA219973110032021200001,19970221,,1,영업/정상,13,영업중,,,,,,02-309-0909,,122927.0,서울특별시 은평구 응암동 603번지 60호,서울특별시 은평구 응암로 164 (응암동),3478.0,인정병원,20200403102725,U,2020-04-05 02:40:00.0,병원,192542.250837577,453806.882406932,병원,47.0,27.0,60.0,3684.98,116 111 110 109 101,내과 마취통증의학과 산부인과 소아청소년과 영상의학과,,,,0.0,0.0,,,0.0,
3110000,PHMA220163110032021200002,20160121,,1,영업/정상,13,영업중,,,,,,1661-9666,,,서울특별시 은평구 불광동 281번지 102호 불광메디컬타워 1~12층,서울특별시 은평구 통일로 726 불광메디컬타워 1~12층 (불광동),3368.0,의료법인 성누가의료재단 성누가병원,20210518163829,U,2020-12-04 22:00:00.0,병원,193778.708753016,456467.985518055,,,,,,,,,,,,,,,,
3110000,PHMA220023110032021200002,20020625,,1,영업/정상,13,영업중,,,,,,357-0515,,,서울특별시 은평구 대조동 15번지 123호,서울특별시 은평구 진흥로 191 (대조동),3397.0,서울병원,20190107165951,U,2019-01-09 02:40:00.0,병원,193814.576026954,456279.905534701,병원,28.0,18.0,55.0,1085.31,105 101 109 116,영상의학과 마취통증의학과 내과 정형외과,,,,0.0,0.0,,,0.0,
3110000,PHMA220023110032021200003,20020805,,1,영업/정상,13,영업중,,,,,,3156-5000,,,,서울특별시 은평구 은평로 133 (응암동),3460.0,본서부병원,20181106173612,U,2018-11-08 02:35:36.0,병원,193122.824215694,455410.213079528,병원,24.0,15.0,49.0,2864.0,101 105 106 109 116,영상의학과 마취통증의학과 신경외과 정형외과 내과,,,,0.0,0.0,,,0.0,
3110000,PHMA220143110032021200001,20140307,,1,영업/정상,13,영업중,,,,,,02-352-3552,,122906.0,서울특별시 은평구 응암동 96번지 1호 상현빌딩 678층,서울특별시 은평구 은평로 170 6층7층8층 (응암동 상현빌딩동),3462.0,한국효요양병원,20200611144047,U,2019-12-05 23:03:00.0,요양병원(일반요양병원),193475.567133743,455434.54525995,,,,,,,,,,,,,,,,
3110000,PHMA220063110032021200001,20060803,,1,영업/정상,13,영업중,,,,,,355-7355,,,서울특별시 은평구 대조동 187번지 51호,서울특별시 은평구 통일로 809-1 (대조동),3385.0,문치과병원,20170905183916,I,2018-08-31 23:59:59.0,치과병원,193196.242475972,457089.719123723,치과병원,3.0,0.0,0.0,420.49,411 410 409 408 407 406 405 404 403,치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과,,,,0.0,0.0,,,0.0,
3140000,PHMA220073140033021200001,20070601,,1,영업/정상,13,영업중,,,,,,02-2696-6568,,158074.0,서울특별시 양천구 신정동 942번지 12호,서울특별시 양천구 오목로 121 (신정동 양천효요양병원),7942.0,양천효요양병원,20200319120405,U,2020-03-21 02:40:00.0,요양병원(일반요양병원),186770.943308232,446907.841242813,요양병원(일반요양병원),8.0,13.0,77.0,1337.0,107,흉부외과,,,,0.0,0.0,,,0.0,
3220000,PHMA220203220033021200002,20150713,,1,영업/정상,13,영업중,,,,,,02-508-2279,,,서울특별시 강남구 역삼동 604-1,서울특별시 강남구 논현로105길 48 12층 (역삼동),6125.0,라이브치과병원,20200721132550,I,2019-12-06 22:03:00.0,치과병원,202606.298810258,444820.311556747,,,,,,,,,,,,,,,,
3110000,PHMA220063110032021200002,20060807,,1,영업/정상,13,영업중,,,,,,02-388-8114,,122813.0,서울특별시 은평구 갈현동 462번지 52호,서울특별시 은평구 연서로 177 (갈현동),3334.0,은평연세병원,20200504174620,U,2020-05-06 02:40:00.0,병원,192640.903780482,456933.471863348,병원,27.0,16.0,52.0,3252.55,101 104 105 109 111 116 119 122 125,응급의학과 가정의학과 진단검사의학과 영상의학과 소아청소년과 마취통증의학과 정형외과 외과 내과,,,,0.0,0.0,,,0.0,
3080000,PHMA220203080033021200001,20200311,,1,영업/정상,13,영업중,,,,,,02-986-0334,,,서울특별시 강북구 미아동 304번지 3호 지하1층 2층~5층,서울특별시 강북구 도봉로 187 지하1층 2층~5층 (미아동),1170.0,강북으뜸병원,20210409160111,U,2020-12-03 23:01:00.0,병원,202240.855124105,458118.709572688,,,,,,,,,,,,,,,,
3110000,PHMA219803110032021200001,19800128,,1,영업/정상,13,영업중,,,,,,02-350-3300,,122712.0,서울특별시 은평구 갈현동 395번지 1호,서울특별시 은평구 통일로 873 (갈현동),3330.0,의료법인 청구성심병원,20210426140152,U,2020-12-03 22:08:00.0,종합병원,192828.601825992,457608.289925664,,,,,,,,,,,,,,,,
3060000,PHMA220103060034021200002,20101210,,1,영업/정상,13,영업중,,,,,,02-577-9696,,,서울특별시 중랑구 신내동 666번지 신아타운,서울특별시 중랑구 봉화산로 194 신아타운 45층 (신내동),2076.0,로하스동서울요양병원,20210623174159,U,2020-12-05 22:05:00.0,요양병원(일반요양병원),208295.099818379,456014.999180519,,,,,,,,,,,,,,,,
3110000,PHMA219663110032021200001,19660505,,1,영업/정상,13,영업중,,,,,,300-8114,,,서울특별시 은평구 응암2동 232번지 3호,서울특별시 은평구 백련산로 90 (응암동),3476.0,서울특별시은평병원,20200819093407,U,2019-12-07 22:01:00.0,병원,193290.19723,454936.454765,,,,,,,,,,,,,,,,
3110000,PHMA220073110032021200001,20070411,,1,영업/정상,13,영업중,,,,,,02-356-7007,,,서울특별시 은평구 구산동 2번지 36호 세웅그룹빌딩 3~9층,서울특별시 은평구 서오릉로 149 세웅그룹빌딩 3~9층 (구산동),3412.0,하나효요양병원,20201224131916,U,2019-11-01 22:06:00.0,요양병원(일반요양병원),192530.535974525,456583.709636542,,,,,,,,,,,,,,,,
3100000,PHMA220043100034021200001,20040102,,1,영업/정상,13,영업중,,,,,,938-2833,,,서울특별시 노원구 상계동 606-12 노원스퀘어,서울특별시 노원구 노해로81길 5-6 노원스퀘어 5-7층 (상계동),1695.0,강북예치과병원,20210208165546,U,2020-12-01 23:00:00.0,치과병원,205352.224914502,461310.667794352,,,,,,,,,,,,,,,,
3110000,PHMA220043110032021200001,20040324,,1,영업/정상,13,영업중,,,,,,02-384-0009,,,서울특별시 은평구 녹번동 154번지 19호,서울특별시 은평구 서오릉로 37 (녹번동),3459.0,연세노블병원,20210210164050,U,2020-12-01 23:02:00.0,병원,193261.272622326,455751.119631105,,,,,,,,,,,,,,,,
3110000,PHMA219983110032021200001,19980421,,1,영업/정상,13,영업중,,,,,,02-6020-3000,,,서울특별시 은평구 구산동 191번지 1호,서울특별시 은평구 갈현로11길 30 (구산동),3428.0,서울재활병원,20210225182047,U,2020-12-01 22:07:00.0,병원,191702.077019611,455932.109030751,,,,,,,,,,,,,,,,
3120000,PHMA220043120033021200001,20040302,,1,영업/정상,13,영업중,,,,,,02-337-1110,,,,서울특별시 서대문구 성산로 365-14 (연희동),3726.0,의료법인제민의료재단동서병원,20191106162328,U,2019-11-08 02:40:00.0,병원,193759.805626607,451374.136885633,병원,3.0,6.0,30.0,1240.35,119 116 101,내과 영상의학과 진단검사의학과,,,,0.0,0.0,,,0.0,
3130000,PHMA220163130033021200001,20160323,,1,영업/정상,13,영업중,,,,,,02-6070-9000,,,서울특별시 마포구 상암동 1738번지 푸르메재단넥슨어린이재활병원 지하1층~7층,서울특별시 마포구 월드컵북로 494 지하1층~7층 (상암동 푸르메재단넥슨어린이재활병원),3918.0,푸르메재단 넥슨어린이재활병원,20170905183836,I,2018-08-31 23:59:59.0,요양병원(장애인의료재활시설),189380.882932147,453602.289975077,요양병원(장애인의료재활시설),18.0,25.0,91.0,8185.74,403 120 111 103,정신건강의학과 소아청소년과 재활의학과 치과보철과,,,,0.0,0.0,,,0.0,
3120000,PHMA220063120033021200001,20060220,,1,영업/정상,13,영업중,,,,,,02-335-2277,,,서울특별시 서대문구 연희동 192번지 32호,서울특별시 서대문구 성산로 335 (연희동),3707.0,강북연세요양병원,20210618200859,U,2020-12-05 22:00:00.0,요양병원(일반요양병원),193531.905843993,451541.255677281,,,,,,,,,,,,,,,,
3120000,PHMA220153120033021200002,20150701,,1,영업/정상,13,영업중,,,,,,02-3141-4947,,,서울특별시 서대문구 창천동 62번지 1호,서울특별시 서대문구 연세로5길 26 579층 (창천동),3789.0,잎사귀치과병원,20210105125427,U,2020-12-01 00:07:00.0,치과병원,194225.223182536,450479.459045435,,,,,,,,,,,,,,,,
3120000,PHMA220153120033021200001,20150126,,1,영업/정상,13,영업중,,,,,,02-2153-7777,,,서울특별시 서대문구 홍제동 251번지 4호,서울특별시 서대문구 통일로 442 (홍제동 제이여성병원),3629.0,제이여성병원,20210517163052,U,2020-12-04 23:09:00.0,병원,195065.292655665,454025.078627384,,,,,,,,,,,,,,,,
3090000,PHMA220023090033021200001,20020904,,1,영업/정상,13,영업중,,,,,,02-955-1772,,,,서울특별시 도봉구 도당로 51 (방학동),132848.0,가화한방병원,20210526092925,U,2020-12-04 22:08:00.0,한방병원,,,,,,,,,,,,,,,,,,
3120000,PHMA220163120033021200001,20160602,,1,영업/정상,13,영업중,,,,,,02-395-8880,,,서울특별시 서대문구 홍은동 437번지 1호,서울특별시 서대문구 통일로 544 (홍은동),3614.0,효담요양병원,20210614173001,U,2020-12-05 23:06:00.0,요양병원(일반요양병원),194596.330125214,454884.966168436,,,,,,,,,,,,,,,,
3090000,PHMA220053090033021200002,20050516,,1,영업/정상,13,영업중,,,,,,070-4022-6832,,,서울특별시 도봉구 창동 749번지 10호,서울특별시 도봉구 도봉로 628 (창동 바로선병원),1397.0,바로선병원,20210616130618,U,2020-12-05 23:08:00.0,병원,203650.127964614,461998.908925832,,,,,,,,,,,,,,,,
3190000,PHMA220103190033021200001,20100111,,1,영업/정상,13,영업중,,,,,,02-587-2299,,156824.0,서울특별시 동작구 사당1동 1008번지 17호 삼인빌딩,서울특별시 동작구 동작대로 67 (사당동),7014.0,더본병원,20210114085946,U,2020-11-30 23:06:00.0,병원,198290.516043124,442261.684257124,,,,,,,,,,,,,,,,
