개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
3010000,CDFH3301062008000002,20080204,-,1,영업/정상,13,영업중,-,-,-,-,3454 0611,-,100809,서울특별시 중구 명동2가 31 1번지 ,-,-,(주)이아스피스 명동센터,20080204171459,I,2018 08 31 23:59:59.0,-,198619.38819773-- ,451135.740279961--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062008000003,20080515,-,1,영업/정상,13,영업중,-,-,-,-,2119 8700,-,100130,서울특별시 중구 순화동 151번지 b201호,-,-,마이트리스파,20200317151311,U,2020 03 19 02:40:00.0,-,197462.198757043--,450878.211786274--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062007000007,20071114,-,1,영업/정상,13,영업중,-,-,-,-,2285 1250,-,100013,서울특별시 중구 충무로3가 43번지 ,-,-,PGA스포렉스,20071114112900,I,2018 08 31 23:59:59.0,-,199273.815368546--,451144.90452668-- ,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062009000001,20090224,-,1,영업/정상,13,영업중,-,-,-,-,02 6328 0201,-,100102,서울특별시 중구 태평로2가 70 5번지 해남빌딩 2층 ,-,-,스포짐,20170627170502,I,2018 08 31 23:59:59.0,-,197876.042588141--,451080.109295385--,체력단련장업,사립,-,2,-,-,-,-,-
3010000,CDFH3301062010000001,20100726,-,1,영업/정상,13,영업중,-,-,-,-,02 6388 3967,-,100196,서울특별시 중구 을지로6가 산 18 35번지 8층 ,-,-,바디스타 짐,20140313084837,I,2018 08 31 23:59:59.0,-,-,-,체력단련장업,공립,-,2,1,-,-,-,-
3010000,CDFH3301062010000002,20100813,-,1,영업/정상,13,영업중,-,-,-,-,2250 8000,-,100392,서울특별시 중구 장충동2가 산 5 5번지 ,-,-,Banyan Tree Club&SPA Seoul Fitness club,20180220110915,I,2018 08 31 23:59:59.0,-,200193.232424569--,449809.744684888--,체력단련장업,공립,Y,2,-,-,-,-,-
3010000,CDFH3301061994000001,19940104,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100094,서울특별시 중구 남대문로4가 3 5번지 ,-,-,88헬스클럽,20030211175200,I,2018 08 31 23:59:59.0,-,197962.180314282--,450902.958064856--,체력단련장업,사립,-,0,0,0,-,-,-
3010000,CDFH3301062010000003,20101007,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100014,서울특별시 중구 충무로4가 산 306번지 남산센트럴상가 지하1층B07호 ,-,-,엘리트짐,20121026113343,I,2018 08 31 23:59:59.0,-,-,-,체력단련장업,사립,-,-,-,-,-,-,-
3010000,CDFH3301062010000004,20101021,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100130,서울특별시 중구 순화동 산 1 170번지 ACE타워 지하1층 ,-,-,웰리스휘트니스,20181002100610,U,2018 10 04 02:37:37.0,-,-,-,체력단련장업,사립,-,1,-,-,-,-,-
3010000,CDFH3301062011000002,20110624,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100193,서울특별시 중구 을지로3가 산 315 4번지 을지빌딩4층 ,-,-,을지 휘트니스,20190531100108,U,2019 06 02 02:40:00.0,-,-,-,체력단련장업,사립,-,-,-,-,-,-,-
3010000,CDFH3301062013000004,20130712,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100896,서울특별시 중구 신당동 295 27번지 ,서울특별시 중구 다산로 185 (신당동),04608,파크짐,20190401091849,U,2019 04 03 02:40:00.0,-,201114.378396275--,450876.543087634--,체력단련장업,사립,-,-,-,-,-,-,-
3010000,CDFH3301061998000001,19980124,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100272,서울특별시 중구 필동2가 98 1번지 ,-,-,위더스헬스클럽,20030211175200,I,2018 08 31 23:59:59.0,-,199581.368046931--,450732.918935016--,체력단련장업,사립,-,0,0,0,-,-,-
3010000,CDFH3301061995000003,19950915,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100450,서울특별시 중구 신당동 52 46번지 ,-,-,현대헬스,20030211175200,I,2018 08 31 23:59:59.0,-,201566.851816484--,451111.306977671--,체력단련장업,사립,-,0,0,0,-,-,-
3010000,CDFH3301061996000001,19960109,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100391,서울특별시 중구 장충동1가 31 5번지 ,-,-,골드짐,20030211175200,I,2018 08 31 23:59:59.0,-,200526.453205298--,451061.489091589--,체력단련장업,사립,-,0,0,0,-,-,-
3010000,CDFH3301061996000003,19960224,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100101,서울특별시 중구 태평로1가 61 1번지 코리아나호텔 4층 ,서울특별시 중구 세종대로 135 4층 (태평로1가 코리아나호텔),100101,코리아나,20150715180509,I,2018 08 31 23:59:59.0,-,197867.156641113--,451779.880897566--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062000000002,20000223,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100868,서울특별시 중구 황학동 73 1번지 ,-,-,라이프 헬스 클럽,20040823105415,I,2018 08 31 23:59:59.0,-,201637.855135326--,451945.75542127-- ,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062000000003,20000313,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100814,서울특별시 중구 서소문동 58 9번지 ,-,-,중앙신협휘트니스클럽,20040823105534,I,2018 08 31 23:59:59.0,-,197511.245797769--,451114.28520546-- ,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062000000005,20001016,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100760,서울특별시 중구 장교동 1 0번지 장교빌딩1층 ,-,-,장교 휘트니스 센터,20141217164616,I,2018 08 31 23:59:59.0,-,198744.433228989--,451677.065126229--,체력단련장업,사립,-,0,0,0,-,-,-
3010000,CDFH3301062000000006,20001031,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100450,서울특별시 중구 신당동 844 0번지 스포츠센타내204 1 ,-,-,타라휘트니스클럽,20170601100044,I,2018 08 31 23:59:59.0,-,200750.455125653--,449638.824308081--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062001000002,20010131,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100846,서울특별시 중구 을지로3가 315 4번지 ,-,-,골드스포츠,20040823110255,I,2018 08 31 23:59:59.0,-,199207.538777842--,451529.342819592--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062001000003,20010407,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100800,서울특별시 중구 남대문로5가 36 1번지 ,-,-,남문헬스클럽,20120313155255,I,2018 08 31 23:59:59.0,-,197692.601616889--,450709.793991215--,체력단련장업,사립,-,-,-,-,-,-,-
3010000,CDFH3301062001000004,20010409,-,1,영업/정상,13,영업중,-,-,-,-,-,-,100330,서울특별시 중구 주교동 135 5번지 ,-,-,동남헬스클럽,20040823103535,I,2018 08 31 23:59:59.0,-,199729.851187123--,451802.546064979--,체력단련장업,사립,0,-,-,-,-,-,-
3010000,CDFH3301062005000003,20051007,-,1,영업/정상,13,영업중,-,-,-,-,6399 0200,-,100141,서울특별시 중구 의주로1가 25 10번지 ,-,-,바비엥 휘트니스클럽,20131010145746,I,2018 08 31 23:59:59.0,-,197098.710590401--,451445.394000661--,체력단련장업,사립,0,1,1,31354,-,-,-
3010000,CDFH3301062005000004,20051227,-,1,영업/정상,13,영업중,-,-,-,-,2264 2346,-,100846,서울특별시 중구 을지로3가 315 4번지 을지빌딩 4층 ,-,-,팜 휘트니스,20051227104417,I,2018 08 31 23:59:59.0,-,199207.538777842--,451529.342819592--,체력단련장업,사립,0,1,1,5869,-,-,-
3020000,CDFH3301062013000009,20131108,-,1,영업/정상,13,영업중,-,-,-,-,-,-,140861,서울특별시 용산구 이태원동 646 204번지 ,서울특별시 용산구 녹사평대로 240 204호 (이태원동 기업은행),04343,Fit Club,20170426133319,I,2018 08 31 23:59:59.0,-,198840.994801867--,448516.598451798--,체력단련장업,사립,-,1,-,-,-,-,-
3020000,CDFH3301062014000001,20140225,-,1,영업/정상,13,영업중,-,-,-,-,02 796 7978,-,140887,서울특별시 용산구 한남동 261 6번지 ,서울특별시 용산구 독서당로 67 4층 (한남동),04419,바나나필라 피티,20200528090900,U,2020 05 30 02:40:00.0,-,200648.866223783--,447953.839063087--,체력단련장업,사립,-,1,-,1106.5,-,-,-
3020000,CDFH3301062014000002,20140520,-,1,영업/정상,13,영업중,-,-,-,-,02 792 4362,-,140823,서울특별시 용산구 보광동 216 88번지 ,서울특별시 용산구 장문로 74 3층 (보광동),04395,Beautiful Evolution,20181109092035,U,2018 11 11 02:38:42.0,-,199740.075541137--,447070.840145448--,체력단련장업,사립,-,1,-,429.42,-,-,-
3020000,CDFH3301062014000003,20140623,-,1,영업/정상,13,영업중,-,-,-,-,02 797 0324,-,140762,서울특별시 용산구 용산동5가 24 1번지 ,서울특별시 용산구 서빙고로 69 1층 상가27호 (용산동5가 파크타워아파트),04385,에스퍼스널트레이닝,20181109092057,U,2018 11 11 02:38:42.0,-,197527.309705578--,446787.344790036--,체력단련장업,사립,-,1,-,-,-,-,-
3020000,CDFH3301062014000004,20140801,-,1,영업/정상,13,영업중,-,-,-,-,02 727 5000,-,140709,서울특별시 용산구 동자동 12번지 ,서울특별시 용산구 후암로 107 지하1층 (동자동 동부화재),04323,PENTACLE,20181109092117,U,2018 11 11 02:38:42.0,-,197593.304078325--,450126.951675139--,체력단련장업,사립,-,2,-,40883.52,-,-,-
3020000,CDFH3301062014000005,20140826,-,1,영업/정상,13,영업중,-,-,-,-,02 796 9600,-,140884,서울특별시 용산구 한남동 1 307번지 ,서울특별시 용산구 유엔빌리지1길 18 지하층 101호 (한남동 디자인플러스),04420,레브트레이닝,20181109092138,U,2018 11 11 02:38:42.0,-,200864.256943225--,447941.361239692--,체력단련장업,사립,-,1,-,2137.77,-,-,-
3020000,CDFH3301062015000001,20150424,-,1,영업/정상,13,영업중,-,-,-,-,02 795 7203,-,-,서울특별시 용산구 갈월동 101 45번지 ,서울특별시 용산구 한강대로 259 B1층 104 112호 (갈월동 고려에이트리움),04322,스포벡,20170719145255,I,2018 08 31 23:59:59.0,-,197485.387448723--,448832.284595196--,체력단련장업,사립,-,2,-,24342.35,-,-,-
3020000,CDFH3301062015000002,20150608,-,1,영업/정상,13,영업중,-,-,-,-,070 4794 6591,-,-,서울특별시 용산구 이촌동 300 301번지 삼익아파트 ,서울특별시 용산구 이촌로 264 삼익아파트 (이촌동),04426,와가짐,20180903103546,U,2018 09 03 23:59:59.0,-,197811.954980013--,446248.255892098--,체력단련장업,사립,-,1,-,2417.98,-,-,-
3020000,CDFH3301062016000004,20161121,-,1,영업/정상,13,영업중,-,-,-,-,02 711 4013,-,-,서울특별시 용산구 원효로1가 39 10번지 ,서울특별시 용산구 원효로 259 1 2층 (원효로1가),04314,칼라퍼스널트레이닝,20161121103603,I,2018 08 31 23:59:59.0,-,197217.991619464--,448723.232518462--,체력단련장업,사립,-,-,1,529.08,-,-,-
3020000,CDFH3301062012000003,20121022,-,1,영업/정상,13,영업중,-,-,-,-,02 795 4698,-,140893,서울특별시 용산구 한남동 740 1번지 ,서울특별시 용산구 이태원로 267 2층 (한남동),04348,프라이빗 웰니스,20170718141011,I,2018 08 31 23:59:59.0,-,200051.036405453--,448464.581422577--,체력단련장업,사립,-,-,-,6267.19,-,-,-
3020000,CDFH3301062013000001,20130213,-,1,영업/정상,13,영업중,-,-,-,-,070 4530 4566,-,140889,서울특별시 용산구 한남동 79 3번지 ,서울특별시 용산구 대사관로 76 4층 3호 (한남동),04410,H 스튜디오,20191217092901,U,2019 12 19 02:40:00.0,-,200502.179579742--,447861.95859763-- ,체력단련장업,사립,-,1,-,1781.67,-,-,-
3020000,CDFH3301062013000004,20130618,-,1,영업/정상,13,영업중,-,-,-,-,02 749 9994,-,140854,서울특별시 용산구 이촌동 302 52번지 ,서울특별시 용산구 이촌로 200 301 305호 (이촌동 LG프라자),04427,반트짐,20181109091529,U,2018 11 11 02:38:42.0,-,197221.439324261--,446524.508385914--,체력단련장업,사립,-,-,-,5197.28,-,-,-
3020000,CDFH3301062006000003,20061011,-,1,영업/정상,13,영업중,-,-,-,-,02 792 0002,-,-,서울특별시 용산구 한강로3가 40 713번지 4층 ,서울특별시 용산구 한강대로21나길 40 (한강로3가),04378,드래곤힐스파휘트니스클럽,20181109091038,U,2018 11 11 02:38:42.0,-,196755.916741402--,447229.993629727--,체력단련장업,사립,-,-,-,-,-,-,-
3020000,CDFH3301062007000001,20070116,-,1,영업/정상,13,영업중,-,-,-,-,02 705 0022,-,-,서울특별시 용산구 한강로3가 16 85번지 GS한강에클라트 ,서울특별시 용산구 이촌로 1 지하1층 (한강로3가 GS한강에클라트),04373,GOTO 용산점,20190710194559,U,2019 07 12 02:40:00.0,-,196005.836412851--,447699.758814725--,체력단련장업,사립,-,2,-,-,-,-,-
3020000,CDFH3301061994000003,19940521,-,1,영업/정상,13,영업중,-,-,-,-,02 777 3579,-,-,서울특별시 용산구 용산동2가 23번지 ,서울특별시 용산구 신흥로 72 (용산동2가 남산헬스),04339,AK운동맞춤센터,20181109090811,U,2018 11 11 02:38:42.0,-,198767.690948596--,449149.320575342--,체력단련장업,사립,-,-,0,528.51,-,-,-
3020000,CDFH3301061991000003,19910430,-,1,영업/정상,13,영업중,-,-,-,-,02 790 6776,-,-,서울특별시 용산구 보광동 260 8번지 지상3층 ,서울특별시 용산구 보광로 30 (보광동 보광시장상가(주)),04415,우노 휘트니스클럽,20181109090752,U,2018 11 11 02:38:42.0,-,199955.429742269--,447219.161582186--,체력단련장업,사립,-,-,0,3352.2,-,-,-
3020000,CDFH3301062002000001,20020506,-,1,영업/정상,13,영업중,-,-,-,-,02 715 5588,-,-,서울특별시 용산구 원효로4가 142 1번지 2.3층 ,서울특별시 용산구 원효로 55 (원효로4가),04360,동국스포츠,20181109090850,U,2018 11 11 02:38:42.0,-,195556.853873045--,447925.908209588--,체력단련장업,사립,-,-,0,1036.19,-,-,-
3020000,CDFH3301062004000001,20040428,-,1,영업/정상,13,영업중,-,-,-,-,02 794 6010,-,140887,서울특별시 용산구 한남동 657 201번지 ,서울특별시 용산구 한남대로21길 14 34층 (한남동 느티나무한의원),04401,리콥 웰니스센터,20181109090914,U,2018 11 11 02:38:42.0,-,200477.785288312--,448010.408774762--,체력단련장업,사립,-,2,1,927.8,-,-,-
3020000,CDFH3301062005000002,20050215,-,1,영업/정상,13,영업중,-,-,-,-,02 796 5176,-,140887,서울특별시 용산구 한남동 631 5번지 4층 ,서울특별시 용산구 대사관로34길 26 4층 (한남동),04402,J헬스클럽,20181109090933,U,2018 11 11 02:38:42.0,-,200431.145594386--,447763.414163072--,체력단련장업,사립,-,1,-,1014.28,-,-,-
3020000,CDFH3301062005000004,20050420,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 남영동 127 1번지 2층3층 ,서울특별시 용산구 한강대로 258 2층 3층 (남영동),04352,스카이 휘트니스클럽,20200214163454,U,2020 02 16 02:40:00.0,-,197573.417262303--,448795.649603715--,체력단련장업,사립,-,-,-,1073.71,-,-,-
3020000,CDFH3301062007000002,20070206,-,1,영업/정상,13,영업중,-,-,-,-,02 793 6394,-,-,서울특별시 용산구 한남동 96 3번지 신성미소시티 지하1층 ,서울특별시 용산구 독서당로 39 (한남동 신성미소시티),04410,에이치 앤 휘트니스,20181109091119,U,2018 11 11 02:38:42.0,-,200559.36615505-- ,447696.887165762--,체력단련장업,사립,-,1,1,12761.02,-,-,-
3020000,CDFH3301062007000003,20070307,-,1,영업/정상,13,영업중,-,-,-,-,02 703 6377,-,140133,서울특별시 용산구 청파동3가 111 9번지 캠퍼스프라자 4층 ,서울특별시 용산구 청파로47길 49 4층 (청파동3가 캠퍼스프라자),04313,밸런스 핏,20181109091139,U,2018 11 11 02:38:42.0,-,197059.739243751--,449146.256652348--,체력단련장업,사립,-,-,-,2917.95,-,-,-
3020000,CDFH3301062007000004,20071127,-,1,영업/정상,13,영업중,-,-,-,-,02 3215 8200,-,140871,서울특별시 용산구 한강로2가 2 8번지 ,서울특별시 용산구 한강대로43길 8 B1층 (한강로2가 벽산메가트리움),04376,메가짐,20190102102801,U,2019 01 04 02:40:00.0,-,197257.765183997--,447772.298383734--,체력단련장업,사립,-,2,-,-,-,-,-
3020000,CDFH3301062007000005,20071130,-,1,영업/정상,13,영업중,-,-,-,-,02 797 9077,-,-,서울특별시 용산구 이촌동 300 21번지 유일빌딩 지하1층 ,서울특별시 용산구 이촌로84길 9 유일빌딩 지하1층 (이촌동),04426,스포짐옐로우 이촌점,20190814173343,U,2019 08 16 02:40:00.0,-,197934.797949583--,446233.81723078-- ,체력단련장업,사립,-,1,-,3310.11,-,-,-
3200000,CDFH3301062017000007,20170314,-,1,영업/정상,13,영업중,-,-,-,-,02 882 5046,-,-,서울특별시 관악구 봉천동 1601 23 4층,서울특별시 관악구 봉천로 516 (봉천동),08789,웨슬리짐,20201019162928,U,2019 10 30 22:02:00.0,-,196004.977409783,441952.163703792,-,-,-,-,-,-,-,-,-
3020000,CDFH3301062011000001,20110118,-,1,영업/정상,13,영업중,-,-,-,-,02 749 9690,-,-,서울특별시 용산구 한남동 653 95번지 2층 ,서울특별시 용산구 대사관로 34 (한남동),04403,위드짐 한남점(WITHGYM),20180308105705,I,2018 08 31 23:59:59.0,-,200092.677379313--,447910.869135507--,체력단련장업,사립,-,1,-,491.49,-,-,-
3020000,CDFH3301062011000002,20111215,-,1,영업/정상,13,영업중,-,-,-,-,02 6431 0802,-,140210,서울특별시 용산구 한남동 635 1번지 지하1층 ,서울특별시 용산구 한남대로21길 17 (한남동),04401,센티넬 크로스핏 한남1(Sentinel CrossFit Hannam),20200407183009,U,2020 04 09 02:40:00.0,-,200506.526414837--,447984.668766655--,체력단련장업,사립,-,1,1,3199.23,-,-,-
3020000,CDFH3301062011000003,20111215,-,1,영업/정상,13,영업중,-,-,-,-,02 714 2011,-,140131,서울특별시 용산구 청파동1가 180 24번지 ,서울특별시 용산구 청파로 312 (청파동1가),04301,동서 골프&휘트니스,20170714140157,I,2018 08 31 23:59:59.0,-,197332.373328108--,449484.73780639-- ,체력단련장업,사립,-,2,-,3189.76,-,-,-
3020000,CDFH3301062012000001,20120718,-,1,영업/정상,13,영업중,-,-,-,-,02 792 1031,-,140160,서울특별시 용산구 남영동 61 4번지 ,서울특별시 용산구 한강대로 282 2층 (남영동),04352,위너핏PT스튜디오,20170712145803,I,2018 08 31 23:59:59.0,-,197521.687731773--,449024.318475909--,체력단련장업,사립,-,1,-,693.62,-,-,-
3020000,CDFH3301062012000002,20120911,-,1,영업/정상,13,영업중,-,-,-,-,02 701 0011,-,-,서울특별시 용산구 문배동 40 31번지 ,서울특별시 용산구 백범로 341 지하 108109118119호 (문배동 리첸시아 용산B),04368,스포짐,20170719143120,I,2018 08 31 23:59:59.0,-,197100.630224061--,448406.333214499--,체력단련장업,사립,-,2,3,31143.52,-,-,-
3020000,CDFH3301062020000004,20200410,-,1,영업/정상,13,영업중,-,-,-,-,070 5066 6149,-,-,서울특별시 용산구 갈월동 66번지 신아빌딩 ,서울특별시 용산구 한강대로 304 신아빌딩 3층 (갈월동),04334,바디컨설팅,20200410175428,I,2020 04 12 00:23:22.0,-,197483.880256526--,449240.366693278--,체력단련장업,사립,-,1,-,953.99,-,-,-
3020000,CDFH3301062020000005,20200428,-,1,영업/정상,13,영업중,-,-,-,-,02 796 4623,-,-,서울특별시 용산구 한남동 630 9번지 THE VIII(갈2:20) ,서울특별시 용산구 대사관로34길 22 THE VIII(갈2:20) 6층 (한남동),04402,TIM GYM,20200428175452,I,2020 04 30 00:23:21.0,-,200449.713090044--,447795.126270551--,체력단련장업,사립,-,1,-,1535.36,-,-,-
3020000,CDFH3301062020000006,20200519,-,1,영업/정상,13,영업중,-,-,-,-,02 749 8181,-,-,서울특별시 용산구 이태원동 124 1번지 준아트빌 ,서울특별시 용산구 이태원로27나길 40 지하1층 (이태원동 준아트빌),04349,에이블짐 이태원역점,20200519153804,I,2020 05 21 00:23:19.0,-,199655.863118907--,448082.819066736--,체력단련장업,사립,-,2,-,11260.72,-,-,-
3020000,CDFH3301062020000001,20200109,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 동빙고동 7 48번지 뉴포트 5층 ,서울특별시 용산구 장문로6길 4 뉴포트 5층 (동빙고동),04393,Sanctuary,20200109171645,I,2020 01 11 00:23:25.0,-,199267.31113553-- ,447327.653724837--,체력단련장업,사립,-,1,-,1051.49,-,-,-
3020000,CDFH3301062020000003,20200317,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 한남동 258번지 현대리버티하우스 ,서울특별시 용산구 독서당로 70 현대리버티하우스 4층 404호 (한남동),04420,F45 트레이닝 한남,20200317161546,I,2020 03 19 00:23:30.0,-,200697.42588055-- ,447925.577361706--,체력단련장업,사립,-,1,-,30966.46,-,-,-
3020000,CDFH3301062020000002,20200117,-,1,영업/정상,13,영업중,-,-,-,-,02 792 1031,-,-,서울특별시 용산구 남영동 61 4번지 3층 ,서울특별시 용산구 한강대로 282 3층 (남영동),04352,망고짐,20200117130608,I,2020 01 19 00:23:25.0,-,197521.687731773--,449024.318475909--,체력단련장업,사립,-,1,-,693.62,-,-,-
3020000,CDFH3301062019000007,20191112,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 청파동2가 67 6번지 지층 ,서울특별시 용산구 청파로47나길 4 지층 (청파동2가),04309,오아핏,20191112173021,I,2019 11 14 00:23:14.0,-,197020.079403078--,449199.411871251--,체력단련장업,사립,-,1,-,491.53,-,-,-
3020000,CDFH3301062019000005,20190829,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 한남동 736 8번지 3층 ,서울특별시 용산구 이태원로 216 3층 (한남동),04404,ONE MORE,20190829105955,I,2019 08 31 02:22:15.0,-,199766.158165623--,448048.145770696--,체력단련장업,사립,-,1,-,1041.34,-,-,-
3020000,CDFH3301062019000004,20190723,-,1,영업/정상,13,영업중,-,-,-,-,02 797 4252,-,-,서울특별시 용산구 한남동 261 6번지 4층 402호 ,서울특별시 용산구 독서당로 67 서울빌딩 4층 402호 (한남동),04419,바나나휘트니스24,20190723162515,I,2019 07 25 02:21:44.0,-,200648.866223783--,447953.839063087--,체력단련장업,사립,-,1,-,1106.5,-,-,-
3020000,CDFH3301062019000006,20190909,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 남영동 17 1번지 참빛빌딩 지하1층 ,서울특별시 용산구 한강대로 296 참빛빌딩 지하1층 (남영동),04352,스포벡휘트니스,20190909185257,I,2019 09 11 02:22:33.0,-,197504.647924839--,449160.021904876--,체력단련장업,사립,-,2,-,4794.83,-,-,-
3200000,CDFH3301062016000004,20161004,-,1,영업/정상,13,영업중,-,-,-,-,02 878 7773,-,-,서울특별시 관악구 봉천동 37 35,서울특별시 관악구 관악로 248 4층 (봉천동),08735,SY GYM,20201019162811,U,2019 10 30 22:02:00.0,-,196140.044751869,442669.383501785,-,-,-,-,-,-,-,-,-
3020000,CDFH3301062019000003,20190415,-,1,영업/정상,13,영업중,-,-,-,-,02 790 4293,-,-,서울특별시 용산구 한남동 707 36번지 한남프라자 4층 ,서울특별시 용산구 한남대로 76 한남프라자 4층 (한남동),04418,진핏퍼스널트레이닝,20190415105054,I,2019 04 17 02:20:31.0,-,200506.187313451--,448146.173245501--,체력단련장업,사립,-,1,1,3077.66,-,-,-
3020000,CDFH3301062019000002,20190228,-,1,영업/정상,13,영업중,-,-,-,-,02 749 8487,-,-,서울특별시 용산구 한남동 790 3번지 1층 ,서울특별시 용산구 한남대로42길 33 1층 (한남동),04417,짐나우 퍼스널트레이닝,20200203161822,U,2020 02 05 02:40:00.0,-,200182.74105199-- ,449041.567341809--,체력단련장업,사립,-,1,1,508.09,-,-,-
3020000,CDFH3301062019000001,20190221,-,1,영업/정상,13,영업중,-,-,-,-,02 704 4766,-,-,서울특별시 용산구 효창동 5 121번지 지하2층 ,서울특별시 용산구 효창원로 132 지하2층 (효창동),04317,라온휘트니스,20190221163800,I,2019 02 23 02:21:58.0,-,196542.935666666--,448603.573333334--,체력단련장업,사립,-,1,1,1276.04,-,-,-
3020000,CDFH3301062015000003,20150728,-,1,영업/정상,13,영업중,-,-,-,-,02 792 1710,-,-,서울특별시 용산구 한남동 568 241번지 나성빌딩 101호,서울특별시 용산구 장문로 147 1층 101호 (한남동),04411,시크모어 웰니스 스튜디오,20181109092306,U,2018 11 11 02:38:42.0,-,200363.446420744--,448409.499002327--,체력단련장업,사립,-,1,-,494.7,-,-,-
3020000,CDFH3301062016000005,20161121,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 용산구 한남동 1 42번지 3층 ,서울특별시 용산구 유엔빌리지길 254 3층 (한남동),04420,랜스앤제이 퍼스널 트레이닝 스튜디오,20191230155808,U,2020 01 01 02:40:00.0,-,200697.42588055-- ,447925.577361706--,체력단련장업,사립,-,1,1,997.58,-,-,-
3020000,CDFH3301062016000006,20161220,-,1,영업/정상,13,영업중,-,-,-,-,02 749 2260,-,-,서울특별시 용산구 한남동 72 1번지 ,서울특별시 용산구 한남대로 60 D동 1층 122호 (한남동 금호리첸시아),04419,유즈웰(USEWELL),20161221111528,I,2018 08 31 23:59:59.0,-,200628.554655257--,448024.720455877--,체력단련장업,사립,-,2,1,44414.27,-,-,-
3020000,CDFH3301062016000007,20161228,-,1,영업/정상,13,영업중,-,-,-,-,02 792 8281,-,-,서울특별시 용산구 보광동 217 21번지 ,서울특별시 용산구 장문로19길 4 3층 (보광동 (주)동양과학),04394,제이짐,20180903101750,U,2018 09 03 23:59:59.0,-,199732.532144261--,447095.440181782--,체력단련장업,사립,-,1,1,487.86,-,-,-
3020000,CDFH3301062017000002,20170720,-,1,영업/정상,13,영업중,-,-,-,-,02 790 2244,-,-,서울특별시 용산구 이촌동 302 61번지 ,서울특별시 용산구 이촌로 192 B1층 (이촌동 제일맨션),04427,더블에이 이촌,20200429143620,U,2020 05 01 02:40:00.0,-,197138.670479641--,446538.290693946--,체력단련장업,사립,-,1,1,4130.48,-,-,-
3020000,CDFH3301062017000003,20170825,-,1,영업/정상,13,영업중,-,-,-,-,02 749 9880,-,-,서울특별시 용산구 서빙고동 241 94번지 ,서울특별시 용산구 이촌로 347 3층 301302호 (서빙고동 신동아아파트),04428,피트 트레이닝센터,20170825085455,I,2018 08 31 23:59:59.0,-,198961.298107185--,446302.326472725--,체력단련장업,사립,-,1,1,1484.6,-,-,-
3020000,CDFH3301062017000004,20171109,-,1,영업/정상,13,영업중,-,-,-,-,02 2138 7011,-,-,서울특별시 용산구 한남동 33 4번지 ,서울특별시 용산구 독서당로 97 B2층 (한남동 다음소프트),04419,파프짐,20171109104212,I,2018 08 31 23:59:59.0,-,200890.057021973--,448113.004703214--,체력단련장업,사립,-,-,1,1980.2,-,-,-
3020000,CDFH3301062017000005,20171109,-,1,영업/정상,13,영업중,-,-,-,-,02 714 8880,-,-,서울특별시 용산구 서계동 260 1번지 ,서울특별시 용산구 효창원로 276 3층 (서계동),04305,만리 체육관,20190131140352,U,2019 02 02 02:40:00.0,-,196716.165873094--,449892.557718372--,체력단련장업,사립,-,1,1,4782,-,-,-
